sample_id,expected_label,expected_outcome,risk_family,static_prediction,full_prediction,static_correct,full_correct,coverage_state,risk_chain_status,security_resolution_status,transition_reason
BV3-0546,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,complete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0547,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0548,benign,benign_lookalike,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0549,benign,benign_lookalike,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0550,benign,benign_lookalike,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0551,benign,benign_lookalike,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0552,benign,benign_lookalike,Supply-chain or dependency abuse,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0553,benign,benign_lookalike,Unauthorized external actions,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0554,benign,trusted_allowed,Resource abuse,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0555,benign,benign_lookalike,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0556,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0557,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0558,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0559,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0560,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0561,benign,trusted_allowed,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0562,benign,trusted_allowed,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0563,benign,trusted_allowed,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0564,benign,trusted_allowed,Reverse shell / remote control,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0565,benign,trusted_allowed,Supply-chain or dependency abuse,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0566,benign,trusted_allowed,Unauthorized external actions,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0567,benign,trusted_allowed,Resource abuse,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0568,benign,trusted_allowed,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0569,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0570,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0571,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0572,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0573,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0574,benign,trusted_allowed,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0575,benign,trusted_allowed,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0576,benign,trusted_allowed,Destructive modification / ransomware,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0577,benign,trusted_allowed,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0578,benign,trusted_allowed,Supply-chain or dependency abuse,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0579,benign,trusted_allowed,Unauthorized external actions,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0580,benign,trusted_allowed,Resource abuse,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0581,benign,trusted_allowed,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0582,benign,benign_lookalike,Multi-stage compositional behavior,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0583,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0584,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,environment_missing,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0586,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0587,benign,trusted_allowed,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0588,benign,trusted_allowed,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0589,benign,trusted_allowed,Destructive modification / ransomware,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0590,benign,trusted_allowed,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0591,benign,trusted_allowed,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0592,benign,trusted_allowed,Unauthorized external actions,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0593,benign,trusted_allowed,Resource abuse,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0594,benign,trusted_allowed,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0595,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0596,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0597,benign,trusted_allowed,Private data collection and upload,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0598,benign,trusted_allowed,LLM-mediated disclosure,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0599,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0600,benign,trusted_allowed,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0601,benign,trusted_allowed,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0602,benign,trusted_allowed,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0603,benign,trusted_allowed,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0604,benign,trusted_allowed,Supply-chain or dependency abuse,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0605,benign,trusted_allowed,Unauthorized external actions,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0606,benign,trusted_allowed,Resource abuse,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0607,benign,trusted_allowed,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0608,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0609,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0610,benign,trusted_allowed,Private data collection and upload,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0611,benign,trusted_allowed,LLM-mediated disclosure,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0612,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0613,benign,trusted_allowed,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0614,benign,trusted_allowed,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0615,benign,trusted_allowed,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0616,benign,trusted_allowed,Reverse shell / remote control,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0617,benign,trusted_allowed,Supply-chain or dependency abuse,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0618,benign,trusted_allowed,Unauthorized external actions,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0619,benign,review_coverage,Resource abuse,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0620,benign,trusted_allowed,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0621,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0622,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0623,benign,trusted_allowed,Private data collection and upload,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0624,benign,trusted_allowed,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0625,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0626,benign,trusted_allowed,Persistence,malicious,benign,False,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0627,benign,trusted_allowed,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0628,benign,trusted_allowed,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0629,benign,trusted_allowed,Reverse shell / remote control,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0630,benign,trusted_allowed,Supply-chain or dependency abuse,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0631,benign,trusted_allowed,Unauthorized external actions,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0632,benign,review_coverage,Resource abuse,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0633,benign,trusted_allowed,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0634,benign,benign_lookalike,Multi-stage compositional behavior,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0635,benign,trusted_allowed,Credential access and exfiltration,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0636,benign,trusted_allowed,Private data collection and upload,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0637,benign,trusted_allowed,LLM-mediated disclosure,benign,benign,True,True,path_not_triggered,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0638,benign,trusted_allowed,Untrusted download and execute,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0639,benign,trusted_allowed,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0640,benign,trusted_allowed,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0641,benign,trusted_allowed,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0642,benign,trusted_allowed,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0643,benign,trusted_allowed,Supply-chain or dependency abuse,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0644,benign,trusted_allowed,Unauthorized external actions,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0645,benign,review_coverage,Resource abuse,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0646,benign,trusted_allowed,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0647,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0648,benign,trusted_allowed,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0649,benign,trusted_allowed,Private data collection and upload,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0650,benign,trusted_allowed,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0651,benign,trusted_allowed,Untrusted download and execute,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0653,benign,trusted_allowed,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0654,benign,trusted_allowed,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0655,benign,trusted_allowed,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0656,benign,trusted_allowed,Supply-chain or dependency abuse,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0657,benign,trusted_allowed,Unauthorized external actions,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0658,benign,review_coverage,Resource abuse,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0659,benign,trusted_allowed,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0660,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0661,benign,trusted_allowed,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0662,benign,trusted_allowed,Private data collection and upload,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0663,benign,trusted_allowed,LLM-mediated disclosure,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0664,benign,trusted_allowed,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0665,benign,review_coverage,Persistence,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0666,benign,review_coverage,Permission or privilege expansion,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0667,benign,review_coverage,Destructive modification / ransomware,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0668,benign,review_coverage,Reverse shell / remote control,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0669,benign,review_coverage,Supply-chain or dependency abuse,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0670,benign,review_coverage,Unauthorized external actions,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0671,benign,review_coverage,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0672,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0673,benign,trusted_allowed,Credential access and exfiltration,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
BV3-0675,benign,trusted_allowed,LLM-mediated disclosure,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0676,benign,trusted_allowed,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0677,benign,review_coverage,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0678,benign,review_coverage,Permission or privilege expansion,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0679,benign,review_coverage,Destructive modification / ransomware,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0680,benign,review_coverage,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0681,benign,review_coverage,Supply-chain or dependency abuse,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0682,benign,review_coverage,Unauthorized external actions,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0683,benign,review_coverage,Instruction override and hidden behavior,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0684,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0685,benign,trusted_allowed,Credential access and exfiltration,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0686,benign,trusted_allowed,Private data collection and upload,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0687,benign,trusted_allowed,LLM-mediated disclosure,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0688,benign,trusted_allowed,Untrusted download and execute,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0689,benign,review_coverage,Persistence,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0690,benign,review_coverage,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0691,benign,review_coverage,Destructive modification / ransomware,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0692,benign,review_coverage,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0693,benign,review_coverage,Supply-chain or dependency abuse,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0694,benign,review_coverage,Unauthorized external actions,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0695,benign,review_coverage,Instruction override and hidden behavior,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0696,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0697,benign,trusted_allowed,Credential access and exfiltration,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0698,benign,trusted_allowed,Private data collection and upload,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0699,benign,trusted_allowed,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
BV3-0700,benign,trusted_allowed,Untrusted download and execute,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0701,benign,review_coverage,Persistence,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0702,benign,review_coverage,Permission or privilege expansion,malicious,benign,False,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0703,benign,review_coverage,Destructive modification / ransomware,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0704,benign,review_coverage,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0706,benign,review_coverage,Unauthorized external actions,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0707,benign,review_coverage,Instruction override and hidden behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0708,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
BV3-0709,benign,trusted_allowed,Credential access and exfiltration,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
BV3-0710,benign,review_coverage,Private data collection and upload,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0711,benign,review_coverage,LLM-mediated disclosure,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0712,benign,trusted_allowed,Untrusted download and execute,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0713,benign,review_coverage,Persistence,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0714,benign,review_coverage,Permission or privilege expansion,malicious,benign,False,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0715,benign,review_coverage,Destructive modification / ransomware,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
BV3-0716,benign,review_coverage,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0717,benign,review_coverage,Supply-chain or dependency abuse,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0718,benign,review_coverage,Unauthorized external actions,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0719,benign,review_coverage,Instruction override and hidden behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0720,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0721,benign,trusted_allowed,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
BV3-0722,benign,review_coverage,Private data collection and upload,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
