sample_id,expected_label,expected_outcome,risk_family,static_prediction,full_prediction,static_correct,full_correct,coverage_state,risk_chain_status,security_resolution_status,transition_reason
PB-541,benign,trusted_allowed,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-542,benign,trusted_allowed,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-543,benign,trusted_allowed,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-544,benign,trusted_allowed,Reverse shell / remote control,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-545,benign,trusted_allowed,Supply-chain or dependency abuse,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-546,benign,trusted_allowed,Unauthorized external actions,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-547,benign,trusted_allowed,Resource abuse,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-548,benign,trusted_allowed,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-549,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-550,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-551,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-552,benign,benign_lookalike,LLM-mediated disclosure,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-553,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-554,benign,trusted_allowed,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-555,benign,trusted_allowed,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-556,benign,trusted_allowed,Destructive modification / ransomware,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-557,benign,trusted_allowed,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-558,benign,trusted_allowed,Supply-chain or dependency abuse,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-559,benign,trusted_allowed,Unauthorized external actions,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-560,benign,trusted_allowed,Resource abuse,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-561,benign,trusted_allowed,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-562,benign,benign_lookalike,Multi-stage compositional behavior,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
PB-563,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-564,benign,benign_lookalike,Private data collection and upload,benign,benign,True,True,environment_missing,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-565,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-566,benign,trusted_allowed,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-567,benign,trusted_allowed,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-568,benign,trusted_allowed,Destructive modification / ransomware,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-569,benign,trusted_allowed,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-570,benign,trusted_allowed,Supply-chain or dependency abuse,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-571,benign,trusted_allowed,Unauthorized external actions,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-572,benign,trusted_allowed,Resource abuse,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-573,benign,trusted_allowed,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-574,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-575,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-576,benign,trusted_allowed,Private data collection and upload,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-577,benign,trusted_allowed,LLM-mediated disclosure,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-578,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-579,benign,trusted_allowed,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-580,benign,trusted_allowed,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-581,benign,trusted_allowed,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-582,benign,trusted_allowed,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-583,benign,trusted_allowed,Supply-chain or dependency abuse,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
PB-584,benign,trusted_allowed,Unauthorized external actions,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-585,benign,trusted_allowed,Resource abuse,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-586,benign,trusted_allowed,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-587,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-588,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-589,benign,trusted_allowed,Private data collection and upload,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-590,benign,trusted_allowed,LLM-mediated disclosure,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-591,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-592,benign,trusted_allowed,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-593,benign,trusted_allowed,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-594,benign,trusted_allowed,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-595,benign,trusted_allowed,Reverse shell / remote control,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-596,benign,trusted_allowed,Supply-chain or dependency abuse,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-597,benign,trusted_allowed,Unauthorized external actions,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-598,benign,review_coverage,Resource abuse,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-599,benign,trusted_allowed,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-600,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-601,benign,benign_lookalike,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-602,benign,trusted_allowed,Private data collection and upload,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-603,benign,trusted_allowed,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-604,benign,benign_lookalike,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-605,benign,trusted_allowed,Persistence,malicious,benign,False,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
PB-606,benign,trusted_allowed,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-607,benign,trusted_allowed,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-608,benign,trusted_allowed,Reverse shell / remote control,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-609,benign,trusted_allowed,Supply-chain or dependency abuse,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-610,benign,trusted_allowed,Unauthorized external actions,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-611,benign,review_coverage,Resource abuse,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-612,benign,trusted_allowed,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-613,benign,benign_lookalike,Multi-stage compositional behavior,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
PB-614,benign,trusted_allowed,Credential access and exfiltration,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-615,benign,trusted_allowed,Private data collection and upload,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-616,benign,trusted_allowed,LLM-mediated disclosure,benign,benign,True,True,path_not_triggered,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-617,benign,trusted_allowed,Untrusted download and execute,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-618,benign,trusted_allowed,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-619,benign,trusted_allowed,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-620,benign,trusted_allowed,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-621,benign,trusted_allowed,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-622,benign,trusted_allowed,Supply-chain or dependency abuse,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-623,benign,trusted_allowed,Unauthorized external actions,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-624,benign,review_coverage,Resource abuse,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-625,benign,trusted_allowed,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-626,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-627,benign,trusted_allowed,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-628,benign,trusted_allowed,Private data collection and upload,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-629,benign,trusted_allowed,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-630,benign,trusted_allowed,Untrusted download and execute,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-631,benign,trusted_allowed,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-632,benign,trusted_allowed,Destructive modification / ransomware,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-633,benign,trusted_allowed,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-634,benign,trusted_allowed,Supply-chain or dependency abuse,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-635,benign,trusted_allowed,Unauthorized external actions,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-636,benign,review_coverage,Resource abuse,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-637,benign,trusted_allowed,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-638,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-639,benign,trusted_allowed,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-640,benign,trusted_allowed,Private data collection and upload,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-641,benign,trusted_allowed,LLM-mediated disclosure,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-642,benign,trusted_allowed,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-643,benign,review_coverage,Persistence,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
PB-644,benign,review_coverage,Permission or privilege expansion,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
PB-645,benign,review_coverage,Destructive modification / ransomware,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-646,benign,review_coverage,Reverse shell / remote control,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-647,benign,review_coverage,Supply-chain or dependency abuse,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-648,benign,review_coverage,Unauthorized external actions,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-649,benign,review_coverage,Instruction override and hidden behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-650,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-651,benign,trusted_allowed,Credential access and exfiltration,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-652,benign,trusted_allowed,LLM-mediated disclosure,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-653,benign,trusted_allowed,Untrusted download and execute,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-654,benign,review_coverage,Persistence,malicious,benign,False,True,path_incomplete,confirmed_allowed,unresolved_before_guard,runtime_policy_or_no_flow_corrected_static_false_positive
PB-655,benign,review_coverage,Permission or privilege expansion,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
PB-656,benign,review_coverage,Destructive modification / ransomware,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-657,benign,review_coverage,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-658,benign,review_coverage,Supply-chain or dependency abuse,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-659,benign,review_coverage,Unauthorized external actions,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-660,benign,review_coverage,Instruction override and hidden behavior,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
PB-661,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-662,benign,trusted_allowed,Credential access and exfiltration,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-663,benign,trusted_allowed,Private data collection and upload,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-664,benign,trusted_allowed,LLM-mediated disclosure,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-665,benign,trusted_allowed,Untrusted download and execute,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-666,benign,review_coverage,Persistence,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
PB-667,benign,review_coverage,Permission or privilege expansion,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-668,benign,review_coverage,Destructive modification / ransomware,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-669,benign,review_coverage,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-670,benign,review_coverage,Supply-chain or dependency abuse,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-671,benign,review_coverage,Unauthorized external actions,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-672,benign,review_coverage,Instruction override and hidden behavior,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-673,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-674,benign,trusted_allowed,Credential access and exfiltration,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-675,benign,trusted_allowed,Private data collection and upload,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
PB-676,benign,trusted_allowed,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-677,benign,trusted_allowed,Untrusted download and execute,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-678,benign,review_coverage,Persistence,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
PB-679,benign,review_coverage,Permission or privilege expansion,malicious,benign,False,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
PB-680,benign,review_coverage,Destructive modification / ransomware,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-681,benign,review_coverage,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-682,benign,review_coverage,Unauthorized external actions,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-683,benign,review_coverage,Instruction override and hidden behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-684,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-685,benign,trusted_allowed,Credential access and exfiltration,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-686,benign,review_coverage,Private data collection and upload,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-687,benign,review_coverage,LLM-mediated disclosure,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-688,benign,trusted_allowed,Untrusted download and execute,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-689,benign,review_coverage,Persistence,malicious,benign,False,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
PB-690,benign,review_coverage,Permission or privilege expansion,malicious,benign,False,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,runtime_policy_or_no_flow_corrected_static_false_positive
PB-691,benign,review_coverage,Destructive modification / ransomware,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-692,benign,review_coverage,Reverse shell / remote control,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-693,benign,review_coverage,Supply-chain or dependency abuse,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-694,benign,review_coverage,Unauthorized external actions,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-695,benign,review_coverage,Instruction override and hidden behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-696,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-697,benign,trusted_allowed,Credential access and exfiltration,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-698,benign,review_coverage,Private data collection and upload,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-699,benign,review_coverage,LLM-mediated disclosure,benign,benign,True,True,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-700,benign,trusted_allowed,Untrusted download and execute,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-701,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-702,benign,trusted_allowed,Credential access and exfiltration,benign,malicious,True,False,complete,confirmed_violation,resolved_violation,runtime_false_closure_or_trust_resolution_added_false_positive
PB-703,benign,review_coverage,Private data collection and upload,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-704,benign,review_coverage,LLM-mediated disclosure,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-705,benign,trusted_allowed,Untrusted download and execute,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-706,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-707,benign,trusted_allowed,Credential access and exfiltration,malicious,malicious,False,False,complete,confirmed_violation,resolved_violation,same_or_non_decisive_transition
PB-708,benign,review_coverage,Private data collection and upload,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-709,benign,review_coverage,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-710,benign,trusted_allowed,Untrusted download and execute,malicious,benign,False,True,path_incomplete,confirmed_allowed,resolved_allowed,runtime_policy_or_no_flow_corrected_static_false_positive
PB-711,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,path_incomplete,confirmed_allowed,resolved_allowed,same_or_non_decisive_transition
PB-712,benign,review_coverage,Credential access and exfiltration,benign,benign,True,True,timeout,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-713,benign,review_coverage,Private data collection and upload,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-714,benign,review_coverage,LLM-mediated disclosure,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-715,benign,review_coverage,Untrusted download and execute,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-716,benign,benign_lookalike,Multi-stage compositional behavior,benign,benign,True,True,execution_failed,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
PB-717,benign,review_coverage,Credential access and exfiltration,benign,benign,True,True,path_incomplete,confirmed_allowed,unresolved_before_guard,same_or_non_decisive_transition
PB-718,benign,review_coverage,Private data collection and upload,benign,benign,True,True,environment_missing,no_sensitive_flow_observed,resolved_no_flow,same_or_non_decisive_transition
