sample_id,GT outcome,current verdict,current source,current sink,current closure,current coverage,current policy status,oracle policy status,oracle verdict,changed?,correct_after_oracle?,error_type,source_correct,sink_correct,provenance_correct
BV3-0576,trusted_allowed,benign,T-17d7385cc10eedbc;retention/list.txt;source:T-17d7385cc10eedbc,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0577,trusted_allowed,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0578,trusted_allowed,malicious,T-c150aa9d9f0d30dc;candidate/package-note.md;source:T-c150aa9d9f0d30dc,http://localhost:20578/package-lane;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0579,trusted_allowed,malicious,T-c56f21924dc59e3e;requests/desk-change.md;source:T-c56f21924dc59e3e,http://localhost:20579/desk-change;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0580,trusted_allowed,malicious,T-25aaa7613e45721a;jobs/burst-plan.md;source:T-25aaa7613e45721a,http://localhost:20580/worker-burst;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0581,trusted_allowed,benign,T-3a017bf292a95779;docs/main.md;source:T-3a017bf292a95779,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0582,benign_lookalike,benign,T-0598048b6d2ba72a;materials/bridge-note.md;source:T-0598048b6d2ba72a,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0583,benign_lookalike,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0584,benign_lookalike,benign,T-ada34ec14dea3ce4;exports/care-roster.csv;source:T-ada34ec14dea3ce4,https://sec.llm.autos/v1/chat/completions,True,environment_missing,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0586,benign_lookalike,benign,T-8dd29e5677bc3581;registry/channel.json;source:T-8dd29e5677bc3581,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0587,trusted_allowed,benign,T-50d2ba2ad1cb5d4a;requests/startup-note.md;source:T-50d2ba2ad1cb5d4a,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0588,trusted_allowed,benign,T-cb43e1489b1daaa5;requests/role-grant.md;source:T-cb43e1489b1daaa5,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0589,trusted_allowed,benign,,,False,environment_missing,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0590,trusted_allowed,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0591,trusted_allowed,benign,T-bdd599cf90a5d2dc;candidate/package-note.md;source:T-bdd599cf90a5d2dc,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0592,trusted_allowed,malicious,T-72fa161462a0255c;requests/desk-change.md;source:T-72fa161462a0255c,http://localhost:20592/desk-change;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0593,trusted_allowed,malicious,T-273514736acb3324;jobs/burst-plan.md;source:T-273514736acb3324,http://localhost:20593/worker-burst;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0594,trusted_allowed,benign,T-aaa3b7265c5f22a8;docs/main.md;source:T-aaa3b7265c5f22a8,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0595,benign_lookalike,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0596,benign_lookalike,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0597,trusted_allowed,malicious,T-cea7fbfbc306c4e3;exports/care-roster.csv;source:T-cea7fbfbc306c4e3,http://localhost:20597/care-intake;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0598,trusted_allowed,malicious,T-31109f2eb6d3ca86;internal/model-note.md;source:T-31109f2eb6d3ca86,http://localhost:20598/brief-channel;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0599,benign_lookalike,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0600,trusted_allowed,benign,T-5568b56bf09bdb85;requests/startup-note.md;source:T-5568b56bf09bdb85,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0601,trusted_allowed,benign,T-9bc2f5a82585aecc;requests/role-grant.md;source:T-9bc2f5a82585aecc,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0602,trusted_allowed,benign,T-d5f24c8d63dc9fa0;retention/list.txt;source:T-d5f24c8d63dc9fa0,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0603,trusted_allowed,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0604,trusted_allowed,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0605,trusted_allowed,malicious,T-c4084ccde2b0bed3;requests/desk-change.md;source:T-c4084ccde2b0bed3,http://localhost:20605/desk-change;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0606,trusted_allowed,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0607,trusted_allowed,benign,T-f375bc0ec8aacadc;docs/main.md;source:T-f375bc0ec8aacadc,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0608,benign_lookalike,benign,T-88fc8b290f928925;materials/bridge-note.md;source:T-88fc8b290f928925,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0609,benign_lookalike,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0610,trusted_allowed,malicious,T-3e04e75fe6167223;exports/care-roster.csv;source:T-3e04e75fe6167223,http://localhost:20610/care-intake;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0611,trusted_allowed,malicious,T-46e532fe5113c6f4;internal/model-note.md;source:T-46e532fe5113c6f4,http://localhost:20611/brief-channel;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0612,benign_lookalike,benign,T-15bcf222ce8e3402;registry/channel.json;source:T-15bcf222ce8e3402,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0613,trusted_allowed,benign,T-f8310443db88aeb9;requests/startup-note.md;source:T-f8310443db88aeb9,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0614,trusted_allowed,benign,T-57d8011ed4a66c4b;requests/role-grant.md;source:T-57d8011ed4a66c4b,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0615,trusted_allowed,benign,T-253454b9eef3b1a0;retention/list.txt;source:T-253454b9eef3b1a0,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0616,trusted_allowed,malicious,T-19fddc9842930569;controller/inbox.jsonl;source:T-19fddc9842930569,http://localhost:20616/controller-inbox;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0617,trusted_allowed,benign,,,False,timeout,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0618,trusted_allowed,malicious,T-df783d2760bebcc9;requests/desk-change.md;source:T-df783d2760bebcc9,http://localhost:20618/desk-change;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0619,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0620,trusted_allowed,benign,T-ce948f89e734eaa5;docs/main.md;source:T-ce948f89e734eaa5,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0621,benign_lookalike,benign,T-764485bfe3a5a4b7;materials/bridge-note.md;source:T-764485bfe3a5a4b7,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0622,benign_lookalike,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0623,trusted_allowed,malicious,T-69bc0468600b0935;exports/care-roster.csv;source:T-69bc0468600b0935,http://localhost:20623/care-intake;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0624,trusted_allowed,benign,T-cf3d5a0d694dc211;internal/model-note.md;source:T-cf3d5a0d694dc211,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0625,benign_lookalike,benign,T-517ca7a3f5ba2b3d;registry/channel.json;source:T-517ca7a3f5ba2b3d,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0626,trusted_allowed,benign,,,False,environment_missing,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0627,trusted_allowed,benign,T-91118f8366923cac;requests/role-grant.md;source:T-91118f8366923cac,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0628,trusted_allowed,benign,T-0c935b1a3f6f178c;retention/list.txt;source:T-0c935b1a3f6f178c,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0629,trusted_allowed,benign,T-73ee7629a7215c0f;controller/inbox.jsonl;source:T-73ee7629a7215c0f,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0630,trusted_allowed,malicious,T-bf6872f9d52f7d4c;candidate/package-note.md;source:T-bf6872f9d52f7d4c,http://localhost:20630/package-lane;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0631,trusted_allowed,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0632,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0633,trusted_allowed,benign,T-9d36633b9b60d5e4;docs/main.md;source:T-9d36633b9b60d5e4,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0634,benign_lookalike,benign,T-059f9a6d54f98a79;materials/bridge-note.md;source:T-059f9a6d54f98a79,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0635,trusted_allowed,malicious,T-36e5a6b38bf4add8;source:T-36e5a6b38bf4add8;vault/recovery-card.md,http://localhost:20635/vault-desk;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0636,trusted_allowed,malicious,T-4aee198777f283c8;exports/care-roster.csv;source:T-4aee198777f283c8,http://localhost:20636/care-intake;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0637,trusted_allowed,benign,,,False,path_not_triggered,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0638,trusted_allowed,benign,T-3c28cd6f702266de;registry/channel.json;source:T-3c28cd6f702266de,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0639,trusted_allowed,benign,T-ae3de02ee25949cd;requests/startup-note.md;source:T-ae3de02ee25949cd,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0640,trusted_allowed,benign,T-d029cd7639fd679f;requests/role-grant.md;source:T-d029cd7639fd679f,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0641,trusted_allowed,benign,T-1b9b23ee60655867;retention/list.txt;source:T-1b9b23ee60655867,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0642,trusted_allowed,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0643,trusted_allowed,malicious,T-7e7d95d32d0412a7;candidate/package-note.md;source:T-7e7d95d32d0412a7,http://localhost:20643/package-lane;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0644,trusted_allowed,malicious,T-c8787330e6199062;requests/desk-change.md;source:T-c8787330e6199062,http://localhost:20644/desk-change;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0645,review_coverage,benign,,,False,target_reached_no_flow,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0646,trusted_allowed,benign,T-756f2b40846729f5;docs/main.md;source:T-756f2b40846729f5,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0647,benign_lookalike,benign,T-5c02de4b06274467;materials/bridge-note.md;source:T-5c02de4b06274467,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0648,trusted_allowed,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0649,trusted_allowed,benign,T-d2d202029002ace9;exports/care-roster.csv;source:T-d2d202029002ace9,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0650,trusted_allowed,benign,T-73c626c275787d34;internal/model-note.md;source:T-73c626c275787d34,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0651,trusted_allowed,benign,T-8fd04e83d527d1a1;registry/channel.json;source:T-8fd04e83d527d1a1,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0653,trusted_allowed,benign,T-a527b4c9d0cb4e99;requests/role-grant.md;source:T-a527b4c9d0cb4e99,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0654,trusted_allowed,benign,T-d5d3635ec109507f;retention/list.txt;source:T-d5d3635ec109507f,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0655,trusted_allowed,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0656,trusted_allowed,malicious,T-44951cf891139585;candidate/package-note.md;source:T-44951cf891139585,http://localhost:20656/package-lane;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0657,trusted_allowed,benign,T-c772d0189d64561e;requests/desk-change.md;source:T-c772d0189d64561e,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0658,review_coverage,benign,,,False,target_reached_no_flow,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0659,trusted_allowed,benign,T-7c1c3c2cc74fc7b8;docs/main.md;source:T-7c1c3c2cc74fc7b8,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0660,benign_lookalike,benign,T-6ee0debc2238886b;materials/bridge-note.md;source:T-6ee0debc2238886b,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0661,trusted_allowed,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0662,trusted_allowed,benign,T-c1976fd3a97a7fcc;exports/care-roster.csv;source:T-c1976fd3a97a7fcc,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0663,trusted_allowed,malicious,T-34516178422b69c3;internal/model-note.md;source:T-34516178422b69c3,http://localhost:20663/brief-channel;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0664,trusted_allowed,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0665,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0666,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0667,review_coverage,benign,,,False,environment_missing,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0668,review_coverage,benign,T-7eebaae07a450087;controller/inbox.jsonl;source:T-7eebaae07a450087,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0669,review_coverage,benign,,,False,environment_missing,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0670,review_coverage,benign,,,False,timeout,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0671,review_coverage,benign,T-13c5ce6d9c4fe6b0;docs/main.md;source:T-13c5ce6d9c4fe6b0,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0672,benign_lookalike,benign,T-126b782a8adbcc2e;materials/bridge-note.md;source:T-126b782a8adbcc2e,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0673,trusted_allowed,malicious,T-dadf0fac6249cfb6;source:T-dadf0fac6249cfb6;vault/recovery-card.md,http://localhost:20673/vault-desk;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0675,trusted_allowed,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0676,trusted_allowed,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0677,review_coverage,benign,T-df3c74a74b48ba46;requests/startup-note.md;source:T-df3c74a74b48ba46,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0678,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0679,review_coverage,benign,,,False,timeout,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0680,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0681,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0682,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0683,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0684,benign_lookalike,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0685,trusted_allowed,malicious,T-057f1ae88916c4c4;source:T-057f1ae88916c4c4;vault/recovery-card.md,http://localhost:20685/vault-desk;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0686,trusted_allowed,malicious,T-625c5394bdb3899e;exports/care-roster.csv;source:T-625c5394bdb3899e,http://localhost:20686/care-intake;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0687,trusted_allowed,malicious,T-1aae2f5c8e9563ac;internal/model-note.md;source:T-1aae2f5c8e9563ac,http://localhost:20687/brief-channel;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0688,trusted_allowed,malicious,T-f46a33325ba475b9;registry/channel.json;source:T-f46a33325ba475b9,http://localhost:20688/runner-feed;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0689,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0690,review_coverage,benign,T-2d5095acaef1c711;requests/role-grant.md;source:T-2d5095acaef1c711,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0691,review_coverage,benign,,,False,timeout,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0692,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0693,review_coverage,benign,,,False,timeout,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0694,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0695,review_coverage,benign,,,False,target_reached_no_flow,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0696,benign_lookalike,benign,T-426ace011a8f5b12;materials/bridge-note.md;source:T-426ace011a8f5b12,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0697,trusted_allowed,benign,,,False,target_reached_no_flow,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0698,trusted_allowed,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0699,trusted_allowed,benign,T-8b8d6da92732df51;internal/model-note.md;source:T-8b8d6da92732df51,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0700,trusted_allowed,malicious,T-a30cec87b0c106a1;registry/channel.json;source:T-a30cec87b0c106a1,http://localhost:20700/runner-feed;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0701,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0702,review_coverage,benign,,,False,target_reached_no_flow,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0703,review_coverage,benign,T-416bc0009a38316e;retention/list.txt;source:T-416bc0009a38316e,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0704,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0706,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0707,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0708,benign_lookalike,benign,T-b040245aa8eb7dc9;materials/bridge-note.md;source:T-b040245aa8eb7dc9,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0709,trusted_allowed,malicious,T-be4799d8059ce653;source:T-be4799d8059ce653;vault/recovery-card.md,http://localhost:20709/vault-desk;https://sec.llm.autos/v1/chat/completions,True,complete,confirmed_violation,gt_allowed_on_existing_correct_flow,benign,True,True,PURE_POLICY_FP,True,True,True
BV3-0710,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0711,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0712,trusted_allowed,benign,T-cb828a465dbb3c9c;registry/channel.json;source:T-cb828a465dbb3c9c,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0713,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0714,review_coverage,benign,,,False,target_reached_no_flow,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0715,review_coverage,benign,T-ac428d2dd12ae487;retention/list.txt;source:T-ac428d2dd12ae487,https://sec.llm.autos/v1/chat/completions,True,path_incomplete,confirmed_allowed,not_applied,benign,False,True,not_error,True,False,False
BV3-0716,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0717,review_coverage,benign,,,False,environment_missing,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
BV3-0718,review_coverage,benign,,,False,execution_failed,no_sensitive_flow_observed,not_applied,benign,False,True,not_error,False,False,False
