sample_id,expected_outcome,predicted_label,risk_family,closure_correct,endpoint_correct,source_identity_correct,relay_identity_correct,three_level_explanation,gt_chain,predicted_chains,predicted_carriers,evidence_strengths,source_match_status,sink_match_status,relay_match_status
PB-499,benign_lookalike,benign,Unauthorized external actions,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-500,benign_lookalike,benign,Resource abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-501,benign_lookalike,benign,Instruction override and hidden behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-502,benign_lookalike,benign,Persistence,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-503,benign_lookalike,benign,Permission or privilege expansion,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-504,benign_lookalike,benign,Destructive modification / ransomware,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-505,benign_lookalike,benign,Reverse shell / remote control,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-506,benign_lookalike,benign,Supply-chain or dependency abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-507,benign_lookalike,benign,Unauthorized external actions,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-508,benign_lookalike,benign,Resource abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-509,benign_lookalike,benign,Instruction override and hidden behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-510,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-511,benign_lookalike,benign,Credential access and exfiltration,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-512,benign_lookalike,benign,Private data collection and upload,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-513,benign_lookalike,benign,LLM-mediated disclosure,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-514,benign_lookalike,benign,Untrusted download and execute,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-515,benign_lookalike,benign,Persistence,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-516,benign_lookalike,benign,Permission or privilege expansion,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-517,benign_lookalike,benign,Destructive modification / ransomware,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-518,benign_lookalike,benign,Reverse shell / remote control,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-519,benign_lookalike,benign,Supply-chain or dependency abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-520,benign_lookalike,benign,Unauthorized external actions,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-521,trusted_allowed,benign,Resource abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-522,benign_lookalike,benign,Instruction override and hidden behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-523,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-524,benign_lookalike,benign,Credential access and exfiltration,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-525,benign_lookalike,benign,Private data collection and upload,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-526,benign_lookalike,benign,LLM-mediated disclosure,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-527,benign_lookalike,benign,Untrusted download and execute,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-528,benign_lookalike,benign,Persistence,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-529,benign_lookalike,benign,Permission or privilege expansion,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-530,benign_lookalike,benign,Destructive modification / ransomware,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-531,benign_lookalike,benign,Reverse shell / remote control,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-532,benign_lookalike,benign,Supply-chain or dependency abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-533,benign_lookalike,benign,Unauthorized external actions,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-534,trusted_allowed,malicious,Resource abuse,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-292179193c1f506c -> http_body:body -> NET:http://localhost:20554/worker-burst via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-535,benign_lookalike,benign,Instruction override and hidden behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-536,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-537,benign_lookalike,benign,Credential access and exfiltration,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-538,benign_lookalike,benign,Private data collection and upload,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-539,benign_lookalike,benign,LLM-mediated disclosure,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-540,benign_lookalike,benign,Untrusted download and execute,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-541,trusted_allowed,benign,Persistence,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-542,trusted_allowed,benign,Permission or privilege expansion,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-543,trusted_allowed,benign,Destructive modification / ransomware,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-544,trusted_allowed,malicious,Reverse shell / remote control,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-5afb83d5d06f3d7e -> http_body:body -> NET:http://localhost:20564/controller-inbox via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-545,trusted_allowed,malicious,Supply-chain or dependency abuse,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-d0ab625b00b2f7c1 -> http_body:body -> NET:http://localhost:20565/package-lane via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-546,trusted_allowed,malicious,Unauthorized external actions,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-3a1dc6c31e3e4c59 -> http_body:body -> NET:http://localhost:20566/desk-change via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-547,trusted_allowed,malicious,Resource abuse,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-9bb52c67e23c8a84 -> http_body:body -> NET:http://localhost:20567/worker-burst via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-548,trusted_allowed,benign,Instruction override and hidden behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-549,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-550,benign_lookalike,benign,Credential access and exfiltration,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-551,benign_lookalike,benign,Private data collection and upload,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-552,benign_lookalike,benign,LLM-mediated disclosure,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-553,benign_lookalike,benign,Untrusted download and execute,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-554,trusted_allowed,benign,Persistence,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-555,trusted_allowed,benign,Permission or privilege expansion,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-556,trusted_allowed,benign,Destructive modification / ransomware,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-557,trusted_allowed,benign,Reverse shell / remote control,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-558,trusted_allowed,malicious,Supply-chain or dependency abuse,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-c150aa9d9f0d30dc -> http_body:body -> NET:http://localhost:20578/package-lane via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-559,trusted_allowed,malicious,Unauthorized external actions,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-c56f21924dc59e3e -> http_body:body -> NET:http://localhost:20579/desk-change via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-560,trusted_allowed,malicious,Resource abuse,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-25aaa7613e45721a -> http_body:body -> NET:http://localhost:20580/worker-burst via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-561,trusted_allowed,benign,Instruction override and hidden behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-562,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-563,benign_lookalike,benign,Credential access and exfiltration,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-564,benign_lookalike,benign,Private data collection and upload,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-565,benign_lookalike,benign,Untrusted download and execute,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-566,trusted_allowed,benign,Persistence,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-567,trusted_allowed,benign,Permission or privilege expansion,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-568,trusted_allowed,benign,Destructive modification / ransomware,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-569,trusted_allowed,benign,Reverse shell / remote control,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-570,trusted_allowed,benign,Supply-chain or dependency abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-571,trusted_allowed,malicious,Unauthorized external actions,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-72fa161462a0255c -> http_body:body -> NET:http://localhost:20592/desk-change via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-572,trusted_allowed,malicious,Resource abuse,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-273514736acb3324 -> http_body:body -> NET:http://localhost:20593/worker-burst via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-573,trusted_allowed,benign,Instruction override and hidden behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-574,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-575,benign_lookalike,benign,Credential access and exfiltration,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-576,trusted_allowed,malicious,Private data collection and upload,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-cea7fbfbc306c4e3 -> http_body:body -> NET:http://localhost:20597/care-intake via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-577,trusted_allowed,malicious,LLM-mediated disclosure,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-31109f2eb6d3ca86 -> http_body:body -> NET:http://localhost:20598/brief-channel via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-578,benign_lookalike,benign,Untrusted download and execute,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-579,trusted_allowed,benign,Persistence,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-580,trusted_allowed,benign,Permission or privilege expansion,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-581,trusted_allowed,benign,Destructive modification / ransomware,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-582,trusted_allowed,benign,Reverse shell / remote control,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-583,trusted_allowed,benign,Supply-chain or dependency abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-584,trusted_allowed,malicious,Unauthorized external actions,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-c4084ccde2b0bed3 -> http_body:body -> NET:http://localhost:20605/desk-change via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-585,trusted_allowed,benign,Resource abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-586,trusted_allowed,benign,Instruction override and hidden behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-587,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-588,benign_lookalike,benign,Credential access and exfiltration,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-589,trusted_allowed,malicious,Private data collection and upload,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-3e04e75fe6167223 -> http_body:body -> NET:http://localhost:20610/care-intake via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-590,trusted_allowed,malicious,LLM-mediated disclosure,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-46e532fe5113c6f4 -> http_body:body -> NET:http://localhost:20611/brief-channel via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-591,benign_lookalike,benign,Untrusted download and execute,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-592,trusted_allowed,benign,Persistence,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-593,trusted_allowed,benign,Permission or privilege expansion,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-594,trusted_allowed,benign,Destructive modification / ransomware,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-595,trusted_allowed,malicious,Reverse shell / remote control,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-19fddc9842930569 -> http_body:body -> NET:http://localhost:20616/controller-inbox via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-596,trusted_allowed,benign,Supply-chain or dependency abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-597,trusted_allowed,malicious,Unauthorized external actions,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-df783d2760bebcc9 -> http_body:body -> NET:http://localhost:20618/desk-change via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-598,review_coverage,benign,Resource abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-599,trusted_allowed,benign,Instruction override and hidden behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-600,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-601,benign_lookalike,benign,Credential access and exfiltration,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-602,trusted_allowed,malicious,Private data collection and upload,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-69bc0468600b0935 -> http_body:body -> NET:http://localhost:20623/care-intake via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-603,trusted_allowed,benign,LLM-mediated disclosure,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-604,benign_lookalike,benign,Untrusted download and execute,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-605,trusted_allowed,benign,Persistence,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-606,trusted_allowed,benign,Permission or privilege expansion,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-607,trusted_allowed,benign,Destructive modification / ransomware,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-608,trusted_allowed,benign,Reverse shell / remote control,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-609,trusted_allowed,malicious,Supply-chain or dependency abuse,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-bf6872f9d52f7d4c -> http_body:body -> NET:http://localhost:20630/package-lane via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-610,trusted_allowed,benign,Unauthorized external actions,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-611,review_coverage,benign,Resource abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-612,trusted_allowed,benign,Instruction override and hidden behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-613,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-614,trusted_allowed,malicious,Credential access and exfiltration,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-36e5a6b38bf4add8 -> http_body:body -> NET:http://localhost:20635/vault-desk via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-615,trusted_allowed,malicious,Private data collection and upload,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-4aee198777f283c8 -> http_body:body -> NET:http://localhost:20636/care-intake via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-616,trusted_allowed,benign,LLM-mediated disclosure,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-617,trusted_allowed,benign,Untrusted download and execute,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-618,trusted_allowed,benign,Persistence,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-619,trusted_allowed,benign,Permission or privilege expansion,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-620,trusted_allowed,benign,Destructive modification / ransomware,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-621,trusted_allowed,benign,Reverse shell / remote control,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-622,trusted_allowed,malicious,Supply-chain or dependency abuse,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-7e7d95d32d0412a7 -> http_body:body -> NET:http://localhost:20643/package-lane via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-623,trusted_allowed,malicious,Unauthorized external actions,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-c8787330e6199062 -> http_body:body -> NET:http://localhost:20644/desk-change via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-624,review_coverage,benign,Resource abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-625,trusted_allowed,benign,Instruction override and hidden behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-626,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-627,trusted_allowed,benign,Credential access and exfiltration,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-628,trusted_allowed,benign,Private data collection and upload,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-629,trusted_allowed,benign,LLM-mediated disclosure,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-630,trusted_allowed,benign,Untrusted download and execute,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-631,trusted_allowed,benign,Permission or privilege expansion,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-632,trusted_allowed,benign,Destructive modification / ransomware,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-633,trusted_allowed,benign,Reverse shell / remote control,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-634,trusted_allowed,malicious,Supply-chain or dependency abuse,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-44951cf891139585 -> http_body:body -> NET:http://localhost:20656/package-lane via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-635,trusted_allowed,benign,Unauthorized external actions,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-636,review_coverage,benign,Resource abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-637,trusted_allowed,benign,Instruction override and hidden behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-638,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-639,trusted_allowed,benign,Credential access and exfiltration,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-640,trusted_allowed,benign,Private data collection and upload,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-641,trusted_allowed,malicious,LLM-mediated disclosure,False,True,True,False,non_violation_or_false_closure,,confirmed confidentiality_confirmed chain: T-34516178422b69c3 -> http_body:body -> NET:http://localhost:20663/brief-channel via DERIVES -> SENDS.,http_body,structured_relation,granularity_path_vs_field,exact,ontology_only;ontology_only
PB-642,trusted_allowed,benign,Untrusted download and execute,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
PB-643,review_coverage,benign,Persistence,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-644,review_coverage,benign,Permission or privilege expansion,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-645,review_coverage,benign,Destructive modification / ransomware,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-646,review_coverage,benign,Reverse shell / remote control,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-647,review_coverage,benign,Supply-chain or dependency abuse,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-648,review_coverage,benign,Unauthorized external actions,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-649,review_coverage,benign,Instruction override and hidden behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction
PB-650,benign_lookalike,benign,Multi-stage compositional behavior,False,False,False,False,non_violation_or_false_closure,,,,,missing_prediction,missing_prediction,missing_prediction;missing_prediction
