sample_id,writing_style_family,multi_file,llm_mediated,risk_family,transformation,transport_carrier,confirmed_violation_chain,complete_chain_recovered,coverage_state,exact_chain_match
BV3-0775,operator checklist,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0776,release note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,execution_failed,False
BV3-0777,data handling guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0778,onboarding note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0779,troubleshooting page,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,False,complete,False
BV3-0780,runbook,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0781,FAQ,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,False,complete,False
BV3-0782,maintenance note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0783,integration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0784,incident procedure,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",True,False,complete,False
BV3-0785,migration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,execution_failed,False
BV3-0786,policy memo,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,target_reached_no_flow,False
BV3-0787,operator checklist,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_not_triggered,False
BV3-0788,release note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,timeout,False
BV3-0789,data handling guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,timeout,False
BV3-0790,onboarding note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0791,troubleshooting page,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,target_reached_no_flow,False
BV3-0792,runbook,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,target_reached_no_flow,False
BV3-0793,FAQ,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,target_reached_no_flow,False
BV3-0794,maintenance note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,timeout,False
BV3-0795,integration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,execution_failed,False
BV3-0796,incident procedure,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,environment_missing,False
BV3-0797,migration guide,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_not_triggered,False
BV3-0798,policy memo,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,execution_failed,False
BV3-0799,operator checklist,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,path_incomplete,False
BV3-0800,release note,False,True,Multi-stage compositional behavior,"LLM prompt, archive, and post;LLM summary","LLM prompt, archive, and post",False,False,target_reached_no_flow,False
